Kpi;From;To;Algorithm;NoOfValues;Result;Orig
AvgWaitingTimeUntilAdmission;2014-05-01T00:00:00.000Z;2014-05-31T23:59:59.999Z;PaPPI;91.0;1.243611111111111;31.821280602636527
AvgWaitingTimeUntilAdmission;2014-05-01T00:00:00.000Z;2014-05-31T23:59:59.999Z;Pripel;266.0;239.6422782874619;31.821280602636527
AvgWaitingTimeUntilAdmission;2014-06-01T00:00:00.000Z;2014-06-30T23:59:59.999Z;PaPPI;75.0;20.415255598274328;15.366822612085771
AvgWaitingTimeUntilAdmission;2014-06-01T00:00:00.000Z;2014-06-30T23:59:59.999Z;Pripel;303.0;340.9180740740741;15.366822612085771
AvgWaitingTimeUntilAdmission;2014-07-01T00:00:00.000Z;2014-07-31T23:59:59.999Z;PaPPI;62.0;2.0105555555555554;26.145721040189127
AvgWaitingTimeUntilAdmission;2014-07-01T00:00:00.000Z;2014-07-31T23:59:59.999Z;Pripel;303.0;349.495597993827;26.145721040189127
AvgWaitingTimeUntilAdmission;2014-08-01T00:00:00.000Z;2014-08-31T23:59:59.999Z;PaPPI;81.0;5.484613949602284;35.518660130718956
AvgWaitingTimeUntilAdmission;2014-08-01T00:00:00.000Z;2014-08-31T23:59:59.999Z;Pripel;293.0;379.1488067292644;35.518660130718956
AvgWaitingTimeUntilAdmission;2014-09-01T00:00:00.000Z;2014-09-30T23:59:59.999Z;PaPPI;71.0;206.32650519903353;39.39575892857142
AvgWaitingTimeUntilAdmission;2014-09-01T00:00:00.000Z;2014-09-30T23:59:59.999Z;Pripel;323.0;489.5588546698873;39.39575892857142
AvgWaitingTimeUntilAdmission;2014-10-01T00:00:00.000Z;2014-10-31T23:59:59.999Z;PaPPI;89.0;75.11399660865325;31.214143518518515
AvgWaitingTimeUntilAdmission;2014-10-01T00:00:00.000Z;2014-10-31T23:59:59.999Z;Pripel;248.0;423.1710410410411;31.214143518518515
AvgWaitingTimeUntilAdmission;2014-11-01T00:00:00.000Z;2014-11-30T23:59:59.999Z;PaPPI;95.0;1.8019444444444443;52.437698412698424
AvgWaitingTimeUntilAdmission;2014-11-01T00:00:00.000Z;2014-11-30T23:59:59.999Z;Pripel;277.0;371.8846538800707;52.437698412698424
AvgWaitingTimeUntilAdmission;2014-12-01T00:00:00.000Z;2014-12-31T23:59:59.999Z;PaPPI;68.0;334.0599921272556;37.991274801587295
AvgWaitingTimeUntilAdmission;2014-12-01T00:00:00.000Z;2014-12-31T23:59:59.999Z;Pripel;303.0;484.3610067232838;37.991274801587295
AvgWaitingTimeUntilAdmission;2015-01-01T00:00:00.000Z;2015-01-31T23:59:59.999Z;PaPPI;57.0;1.7605555555555557;15.104314814814817
AvgWaitingTimeUntilAdmission;2015-01-01T00:00:00.000Z;2015-01-31T23:59:59.999Z;Pripel;274.0;449.89868112014454;15.104314814814817
AvgWaitingTimeUntilAdmission;2015-02-01T00:00:00.000Z;2015-02-28T23:59:59.999Z;PaPPI;43.0;34.40424309208861;47.74599849849849
AvgWaitingTimeUntilAdmission;2015-02-01T00:00:00.000Z;2015-02-28T23:59:59.999Z;Pripel;288.0;508.202330575256;47.74599849849849
AvgWaitingTimeUntilAdmission;2015-03-01T00:00:00.000Z;2015-03-31T23:59:59.999Z;PaPPI;9.0;4.231705904223328;6.468055555555556
AvgWaitingTimeUntilAdmission;2015-03-01T00:00:00.000Z;2015-03-31T23:59:59.999Z;Pripel;279.0;670.4083957795004;6.468055555555556
AvgWaitingTimeUntilAdmission;2015-04-01T00:00:00.000Z;2015-04-30T23:59:59.999Z;PaPPI;8.0;18.027137732429463;17.972048611111113
AvgWaitingTimeUntilAdmission;2015-04-01T00:00:00.000Z;2015-04-30T23:59:59.999Z;Pripel;311.0;500.20208234830557;17.972048611111113
AvgWaitingTimeUntilAdmission;2015-05-01T00:00:00.000Z;2015-05-31T23:59:59.999Z;PaPPI;6.0;2.171666666666667;18.57541666666667
AvgWaitingTimeUntilAdmission;2015-05-01T00:00:00.000Z;2015-05-31T23:59:59.999Z;Pripel;303.0;672.4333789386401;18.57541666666667
AvgWaitingTimeUntilAdmission;2015-06-01T00:00:00.000Z;2015-06-30T23:59:59.999Z;PaPPI;2.0;13.329166666666667;8.243472222222223
AvgWaitingTimeUntilAdmission;2015-06-01T00:00:00.000Z;2015-06-30T23:59:59.999Z;Pripel;48.0;491.2968055555555;8.243472222222223
AvgWaitingTimeUntilAdmission;2013-11-01T00:00:00.000Z;2013-11-30T23:59:59.999Z;PaPPI;21.0;33.053198050053574;18.376924603174604
AvgWaitingTimeUntilAdmission;2013-11-01T00:00:00.000Z;2013-11-30T23:59:59.999Z;Pripel;107.0;98.9789117199391;18.376924603174604
AvgWaitingTimeUntilAdmission;2013-12-01T00:00:00.000Z;2013-12-31T23:59:59.999Z;PaPPI;26.0;2.272222222222222;21.55782051282051
AvgWaitingTimeUntilAdmission;2013-12-01T00:00:00.000Z;2013-12-31T23:59:59.999Z;Pripel;256.0;169.47780250145445;21.55782051282051
AvgWaitingTimeUntilAdmission;2014-01-01T00:00:00.000Z;2014-01-31T23:59:59.999Z;PaPPI;47.0;84.83201078991807;50.908967236467234
AvgWaitingTimeUntilAdmission;2014-01-01T00:00:00.000Z;2014-01-31T23:59:59.999Z;Pripel;266.0;229.5920285790598;50.908967236467234
AvgWaitingTimeUntilAdmission;2014-02-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;PaPPI;56.0;15.620847007622412;20.233728956228955
AvgWaitingTimeUntilAdmission;2014-02-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;Pripel;283.0;213.858988095238;20.233728956228955
AvgWaitingTimeUntilAdmission;2014-03-01T00:00:00.000Z;2014-03-31T23:59:59.999Z;PaPPI;68.0;23.880530785274445;30.76099893162395
AvgWaitingTimeUntilAdmission;2014-03-01T00:00:00.000Z;2014-03-31T23:59:59.999Z;Pripel;287.0;323.05765174897124;30.76099893162395
AvgWaitingTimeUntilAdmission;2014-04-01T00:00:00.000Z;2014-04-30T23:59:59.999Z;PaPPI;75.0;1.8275;27.745370370370367
AvgWaitingTimeUntilAdmission;2014-04-01T00:00:00.000Z;2014-04-30T23:59:59.999Z;Pripel;298.0;319.3365307840309;27.745370370370367
AvgWaitingTimeUntilAdmission;2014-05-01T00:00:00.000Z;2014-05-31T23:59:59.999Z;PaPPI;91.0;70.7502019013059;31.821280602636527
AvgWaitingTimeUntilAdmission;2014-05-01T00:00:00.000Z;2014-05-31T23:59:59.999Z;Pripel;317.0;388.20984827264243;31.821280602636527
AvgWaitingTimeUntilAdmission;2014-06-01T00:00:00.000Z;2014-06-30T23:59:59.999Z;PaPPI;75.0;26.387801161486163;15.366822612085771
AvgWaitingTimeUntilAdmission;2014-06-01T00:00:00.000Z;2014-06-30T23:59:59.999Z;Pripel;317.0;445.9800952380952;15.366822612085771
AvgWaitingTimeUntilAdmission;2014-07-01T00:00:00.000Z;2014-07-31T23:59:59.999Z;PaPPI;62.0;70.79622480974594;26.145721040189127
AvgWaitingTimeUntilAdmission;2014-07-01T00:00:00.000Z;2014-07-31T23:59:59.999Z;Pripel;305.0;428.306813876088;26.145721040189127
AvgWaitingTimeUntilAdmission;2014-08-01T00:00:00.000Z;2014-08-31T23:59:59.999Z;PaPPI;81.0;31.645425577858756;35.518660130718956
AvgWaitingTimeUntilAdmission;2014-08-01T00:00:00.000Z;2014-08-31T23:59:59.999Z;Pripel;350.0;462.10977437207316;35.518660130718956
AvgWaitingTimeUntilAdmission;2014-09-01T00:00:00.000Z;2014-09-30T23:59:59.999Z;PaPPI;71.0;28.608458205527207;39.39575892857142
AvgWaitingTimeUntilAdmission;2014-09-01T00:00:00.000Z;2014-09-30T23:59:59.999Z;Pripel;321.0;590.304601851852;39.39575892857142
AvgWaitingTimeUntilAdmission;2014-10-01T00:00:00.000Z;2014-10-31T23:59:59.999Z;PaPPI;89.0;117.09174596982244;31.214143518518515
AvgWaitingTimeUntilAdmission;2014-10-01T00:00:00.000Z;2014-10-31T23:59:59.999Z;Pripel;343.0;507.74490593182844;31.214143518518515
AvgWaitingTimeUntilAdmission;2014-11-01T00:00:00.000Z;2014-11-30T23:59:59.999Z;PaPPI;95.0;443.17939085551234;52.437698412698424
AvgWaitingTimeUntilAdmission;2014-11-01T00:00:00.000Z;2014-11-30T23:59:59.999Z;Pripel;356.0;478.5531769547326;52.437698412698424
AvgWaitingTimeUntilAdmission;2014-12-01T00:00:00.000Z;2014-12-31T23:59:59.999Z;PaPPI;68.0;86.78765927136853;37.991274801587295
AvgWaitingTimeUntilAdmission;2014-12-01T00:00:00.000Z;2014-12-31T23:59:59.999Z;Pripel;329.0;774.8001100000005;37.991274801587295
AvgWaitingTimeUntilAdmission;2015-01-01T00:00:00.000Z;2015-01-31T23:59:59.999Z;PaPPI;57.0;1.7605555555555557;15.104314814814817
AvgWaitingTimeUntilAdmission;2015-01-01T00:00:00.000Z;2015-01-31T23:59:59.999Z;Pripel;335.0;578.5610305010895;15.104314814814817
AvgWaitingTimeUntilAdmission;2015-02-01T00:00:00.000Z;2015-02-28T23:59:59.999Z;PaPPI;43.0;1.9994444444444444;47.74599849849849
AvgWaitingTimeUntilAdmission;2015-02-01T00:00:00.000Z;2015-02-28T23:59:59.999Z;Pripel;337.0;517.6044676806083;47.74599849849849
AvgWaitingTimeUntilAdmission;2015-03-01T00:00:00.000Z;2015-03-31T23:59:59.999Z;PaPPI;9.0;20.320555555555554;6.468055555555556
AvgWaitingTimeUntilAdmission;2015-03-01T00:00:00.000Z;2015-03-31T23:59:59.999Z;Pripel;342.0;595.4880587002098;6.468055555555556
AvgWaitingTimeUntilAdmission;2015-04-01T00:00:00.000Z;2015-04-30T23:59:59.999Z;PaPPI;8.0;2.0569444444444445;17.972048611111113
AvgWaitingTimeUntilAdmission;2015-04-01T00:00:00.000Z;2015-04-30T23:59:59.999Z;Pripel;293.0;622.0533370535715;17.972048611111113
AvgWaitingTimeUntilAdmission;2015-05-01T00:00:00.000Z;2015-05-31T23:59:59.999Z;PaPPI;6.0;67.25194444444445;18.57541666666667
AvgWaitingTimeUntilAdmission;2015-05-01T00:00:00.000Z;2015-05-31T23:59:59.999Z;Pripel;355.0;474.59894255050483;18.57541666666667
AvgWaitingTimeUntilAdmission;2015-06-01T00:00:00.000Z;2015-06-30T23:59:59.999Z;PaPPI;2.0;3.1577777777777776;8.243472222222223
AvgWaitingTimeUntilAdmission;2015-06-01T00:00:00.000Z;2015-06-30T23:59:59.999Z;Pripel;56.0;813.4568229166665;8.243472222222223
AvgWaitingTimeUntilAdmission;2013-11-01T00:00:00.000Z;2013-11-30T23:59:59.999Z;PaPPI;21.0;1.5988888888888888;18.376924603174604
AvgWaitingTimeUntilAdmission;2013-11-01T00:00:00.000Z;2013-11-30T23:59:59.999Z;Pripel;158.0;119.89238955823292;18.376924603174604
AvgWaitingTimeUntilAdmission;2013-12-01T00:00:00.000Z;2013-12-31T23:59:59.999Z;PaPPI;26.0;51.86065771042111;21.55782051282051
AvgWaitingTimeUntilAdmission;2013-12-01T00:00:00.000Z;2013-12-31T23:59:59.999Z;Pripel;379.0;202.1911462450594;21.55782051282051
AvgWaitingTimeUntilAdmission;2014-01-01T00:00:00.000Z;2014-01-31T23:59:59.999Z;PaPPI;47.0;7.541354393139322;50.908967236467234
AvgWaitingTimeUntilAdmission;2014-01-01T00:00:00.000Z;2014-01-31T23:59:59.999Z;Pripel;406.0;266.16730112408123;50.908967236467234
AvgWaitingTimeUntilAdmission;2014-02-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;PaPPI;56.0;1.5275;20.233728956228955
AvgWaitingTimeUntilAdmission;2014-02-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;Pripel;368.0;267.1077656042498;20.233728956228955
AvgWaitingTimeUntilAdmission;2014-03-01T00:00:00.000Z;2014-03-31T23:59:59.999Z;PaPPI;68.0;17.859271132739757;30.76099893162395
AvgWaitingTimeUntilAdmission;2014-03-01T00:00:00.000Z;2014-03-31T23:59:59.999Z;Pripel;456.0;336.7429427665922;30.76099893162395
AvgWaitingTimeUntilAdmission;2014-04-01T00:00:00.000Z;2014-04-30T23:59:59.999Z;PaPPI;75.0;1.8275;27.745370370370367
AvgWaitingTimeUntilAdmission;2014-04-01T00:00:00.000Z;2014-04-30T23:59:59.999Z;Pripel;407.0;395.51081801470576;27.745370370370367
AvgWaitingTimeUntilAdmission;2014-05-01T00:00:00.000Z;2014-05-31T23:59:59.999Z;PaPPI;91.0;481.78434059514797;31.821280602636527
AvgWaitingTimeUntilAdmission;2014-05-01T00:00:00.000Z;2014-05-31T23:59:59.999Z;Pripel;499.0;491.4239022355691;31.821280602636527
AvgWaitingTimeUntilAdmission;2014-06-01T00:00:00.000Z;2014-06-30T23:59:59.999Z;PaPPI;75.0;14.714158872521232;15.366822612085771
AvgWaitingTimeUntilAdmission;2014-06-01T00:00:00.000Z;2014-06-30T23:59:59.999Z;Pripel;487.0;455.94621001031965;15.366822612085771
AvgWaitingTimeUntilAdmission;2014-07-01T00:00:00.000Z;2014-07-31T23:59:59.999Z;PaPPI;62.0;65.73347778739114;26.145721040189127
AvgWaitingTimeUntilAdmission;2014-07-01T00:00:00.000Z;2014-07-31T23:59:59.999Z;Pripel;481.0;605.090867592593;26.145721040189127
AvgWaitingTimeUntilAdmission;2014-08-01T00:00:00.000Z;2014-08-31T23:59:59.999Z;PaPPI;81.0;77.97161123503764;35.518660130718956
AvgWaitingTimeUntilAdmission;2014-08-01T00:00:00.000Z;2014-08-31T23:59:59.999Z;Pripel;468.0;597.971277958153;35.518660130718956
AvgWaitingTimeUntilAdmission;2014-09-01T00:00:00.000Z;2014-09-30T23:59:59.999Z;PaPPI;71.0;26.684186017241675;39.39575892857142
AvgWaitingTimeUntilAdmission;2014-09-01T00:00:00.000Z;2014-09-30T23:59:59.999Z;Pripel;456.0;581.4268306878309;39.39575892857142
AvgWaitingTimeUntilAdmission;2014-10-01T00:00:00.000Z;2014-10-31T23:59:59.999Z;PaPPI;89.0;13.604889104459332;31.214143518518515
AvgWaitingTimeUntilAdmission;2014-10-01T00:00:00.000Z;2014-10-31T23:59:59.999Z;Pripel;458.0;699.3918823326436;31.214143518518515
AvgWaitingTimeUntilAdmission;2014-11-01T00:00:00.000Z;2014-11-30T23:59:59.999Z;PaPPI;95.0;1.8019444444444443;52.437698412698424
AvgWaitingTimeUntilAdmission;2014-11-01T00:00:00.000Z;2014-11-30T23:59:59.999Z;Pripel;494.0;692.3546982167346;52.437698412698424
AvgWaitingTimeUntilAdmission;2014-12-01T00:00:00.000Z;2014-12-31T23:59:59.999Z;PaPPI;68.0;113.45239072474745;37.991274801587295
AvgWaitingTimeUntilAdmission;2014-12-01T00:00:00.000Z;2014-12-31T23:59:59.999Z;Pripel;468.0;779.6359421804251;37.991274801587295
AvgWaitingTimeUntilAdmission;2015-01-01T00:00:00.000Z;2015-01-31T23:59:59.999Z;PaPPI;57.0;1.7605555555555557;15.104314814814817
AvgWaitingTimeUntilAdmission;2015-01-01T00:00:00.000Z;2015-01-31T23:59:59.999Z;Pripel;479.0;772.1833333333338;15.104314814814817
AvgWaitingTimeUntilAdmission;2015-02-01T00:00:00.000Z;2015-02-28T23:59:59.999Z;PaPPI;43.0;453.0515677281322;47.74599849849849
AvgWaitingTimeUntilAdmission;2015-02-01T00:00:00.000Z;2015-02-28T23:59:59.999Z;Pripel;421.0;713.0287708587708;47.74599849849849
AvgWaitingTimeUntilAdmission;2015-03-01T00:00:00.000Z;2015-03-31T23:59:59.999Z;PaPPI;9.0;17.538736469929116;6.468055555555556
AvgWaitingTimeUntilAdmission;2015-03-01T00:00:00.000Z;2015-03-31T23:59:59.999Z;Pripel;464.0;664.9815282331513;6.468055555555556
AvgWaitingTimeUntilAdmission;2015-04-01T00:00:00.000Z;2015-04-30T23:59:59.999Z;PaPPI;8.0;42.61952686641048;17.972048611111113
AvgWaitingTimeUntilAdmission;2015-04-01T00:00:00.000Z;2015-04-30T23:59:59.999Z;Pripel;451.0;706.9881296921918;17.972048611111113
AvgWaitingTimeUntilAdmission;2015-05-01T00:00:00.000Z;2015-05-31T23:59:59.999Z;PaPPI;6.0;2.171666666666667;18.57541666666667
AvgWaitingTimeUntilAdmission;2015-05-01T00:00:00.000Z;2015-05-31T23:59:59.999Z;Pripel;481.0;979.8448633731444;18.57541666666667
AvgWaitingTimeUntilAdmission;2015-06-01T00:00:00.000Z;2015-06-30T23:59:59.999Z;PaPPI;2.0;13.329166666666667;8.243472222222223
AvgWaitingTimeUntilAdmission;2015-06-01T00:00:00.000Z;2015-06-30T23:59:59.999Z;Pripel;72.0;785.7554914529915;8.243472222222223
AvgWaitingTimeUntilAdmission;2013-11-01T00:00:00.000Z;2013-11-30T23:59:59.999Z;PaPPI;21.0;136.1652777777778;18.376924603174604
AvgWaitingTimeUntilAdmission;2013-11-01T00:00:00.000Z;2013-11-30T23:59:59.999Z;Pripel;154.0;72.9292039295393;18.376924603174604
AvgWaitingTimeUntilAdmission;2013-12-01T00:00:00.000Z;2013-12-31T23:59:59.999Z;PaPPI;26.0;45.420101943040635;21.55782051282051
AvgWaitingTimeUntilAdmission;2013-12-01T00:00:00.000Z;2013-12-31T23:59:59.999Z;Pripel;355.0;171.33177368927363;21.55782051282051
AvgWaitingTimeUntilAdmission;2014-01-01T00:00:00.000Z;2014-01-31T23:59:59.999Z;PaPPI;47.0;2.069166666666667;50.908967236467234
AvgWaitingTimeUntilAdmission;2014-01-01T00:00:00.000Z;2014-01-31T23:59:59.999Z;Pripel;374.0;178.79178083804146;50.908967236467234
AvgWaitingTimeUntilAdmission;2014-02-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;PaPPI;56.0;96.3555499125186;20.233728956228955
AvgWaitingTimeUntilAdmission;2014-02-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;Pripel;344.0;255.34831597222225;20.233728956228955
AvgWaitingTimeUntilAdmission;2014-03-01T00:00:00.000Z;2014-03-31T23:59:59.999Z;PaPPI;68.0;56.55774382527306;30.76099893162395
AvgWaitingTimeUntilAdmission;2014-03-01T00:00:00.000Z;2014-03-31T23:59:59.999Z;Pripel;457.0;403.14858495671;30.76099893162395
AvgWaitingTimeUntilAdmission;2014-04-01T00:00:00.000Z;2014-04-30T23:59:59.999Z;PaPPI;75.0;48.39353613158576;27.745370370370367
AvgWaitingTimeUntilAdmission;2014-04-01T00:00:00.000Z;2014-04-30T23:59:59.999Z;Pripel;468.0;497.7220941502253;27.745370370370367
AvgWaitingTimeUntilAdmission;2014-05-01T00:00:00.000Z;2014-05-31T23:59:59.999Z;PaPPI;91.0;44.52773812737679;31.821280602636527
AvgWaitingTimeUntilAdmission;2014-05-01T00:00:00.000Z;2014-05-31T23:59:59.999Z;Pripel;462.0;581.2609041394337;31.821280602636527
AvgWaitingTimeUntilAdmission;2014-06-01T00:00:00.000Z;2014-06-30T23:59:59.999Z;PaPPI;75.0;21.451121633430958;15.366822612085771
AvgWaitingTimeUntilAdmission;2014-06-01T00:00:00.000Z;2014-06-30T23:59:59.999Z;Pripel;477.0;591.1957294911737;15.366822612085771
AvgWaitingTimeUntilAdmission;2014-07-01T00:00:00.000Z;2014-07-31T23:59:59.999Z;PaPPI;62.0;2.0105555555555554;26.145721040189127
AvgWaitingTimeUntilAdmission;2014-07-01T00:00:00.000Z;2014-07-31T23:59:59.999Z;Pripel;479.0;728.9960023079462;26.145721040189127
AvgWaitingTimeUntilAdmission;2014-08-01T00:00:00.000Z;2014-08-31T23:59:59.999Z;PaPPI;81.0;16.821723555597245;35.518660130718956
